epoch,step,train/corr_offdiag_abs_max,train/corr_offdiag_abs_mean,train/diffusion,train/drift_abs,train/entropy_beta,train/loss_balance_term_epoch,train/loss_balance_term_step,train/loss_entropy_term_epoch,train/loss_entropy_term_step,train/loss_epoch,train/loss_sde_epoch,train/loss_sde_step,train/loss_step,train/mean_pi_var,train/pi_mean_e0,train/pi_mean_e1,train/pi_mean_e2,train/pi_min_mean,train/pi_var_e0,train/pi_var_e1,train/pi_var_e2,val/diffusion,val/drift_abs,val/entropy_beta,val/loss,val/loss_balance_term,val/loss_entropy_term,val/loss_sde,val/mean_pi_var,val/pi_mean_e0,val/pi_mean_e1,val/pi_mean_e2,val/pi_min_mean,val/pi_var_e0,val/pi_var_e1,val/pi_var_e2,val/rmse_next
9,59,0.0,0.0,0.05394658446311951,0.004524999298155308,,0.0,,0.013736926019191742,,-7.848912715911865,-7.835175514221191,,,2.0902343749185093e-05,0.017710216343402863,0.008604715578258038,0.973685085773468,0.008604715578258038,2.221658724010922e-05,2.2579270080314018e-06,3.8232516089919955e-05,,,,,,,,,,,,,,,,
10,65,,,,,,,,,,,,,,,,,,,,,,0.047478385269641876,0.0032484575640410185,0.10000000149011612,-7.705577373504639,0.0,0.011639203876256943,-7.6939377784729,1.631901614018716e-05,0.013755826279520988,0.00761320861056447,0.9786309599876404,0.00761320861056447,1.668068034632597e-05,2.0781299099326134e-06,3.0198238164302893e-05,0.050877414643764496
10,65,0.0,0.0,0.051537539809942245,0.004111274611204863,,0.0,,0.012894092127680779,,-7.907928943634033,-7.895034313201904,,,1.9374625480850227e-05,0.01599734276533127,0.008292239159345627,0.975710391998291,0.008292239159345627,2.022251283051446e-05,2.2731474018655717e-06,3.562822166713886e-05,,,,,,,,,,,,,,,,
11,71,,,,,,,,,,,,,,,,,,,,,,0.050811562687158585,0.003452375764027238,0.10000000149011612,-7.8359694480896,0.0,0.012501686811447144,-7.82346773147583,2.1014924641349353e-05,0.015384898521006107,0.00800234917551279,0.9766127467155457,0.00800234917551279,2.1456198737723753e-05,2.694093382160645e-06,3.889448271365836e-05,0.05084577947854996
11,71,0.0,0.0,0.04698740690946579,0.003387108910828829,,0.0,,0.011484380811452866,,-7.903562068939209,-7.8920769691467285,,,1.5760228052386083e-05,0.01352907344698906,0.007491178810596466,0.9789797067642212,0.007491178810596466,1.600353243702557e-05,2.064449290628545e-06,2.9212702429504134e-05,,,,,,,,,,,,,,,,
12,77,,,,,,,,,,,,,,,,,,,,,,0.05308065935969353,0.0035478840582072735,0.10000000149011612,-7.8515625,0.0,0.01308232732117176,-7.838480472564697,2.6030700610135682e-05,0.016537675634026527,0.0082512516528368,0.9752110242843628,0.0082512516528368,2.6337314920965582e-05,3.4419917938066646e-06,4.8312798753613606e-05,0.05085345357656479
12,77,0.0,0.0,0.054624076932668686,0.0036402444820851088,,0.0,,0.013653379864990711,,-7.907573699951172,-7.893920421600342,,,2.6180541681242175e-05,0.017515918239951134,0.008621127344667912,0.9738630056381226,0.008621127344667912,2.6726911528385244e-05,3.3593998978176387e-06,4.8455316573381424e-05,,,,,,,,,,,,,,,,
13,83,,,,,,,,,,,,,,,,,,,,,,0.04571516066789627,0.0032538874074816704,0.10000000149011612,-7.74640417098999,0.0,0.010882304050028324,-7.73552131652832,1.8285367332282476e-05,0.012658488005399704,0.007055356167256832,0.9802861213684082,0.007055356167256832,1.7698977899271995e-05,2.8156896405562293e-06,3.434143582126126e-05,0.05076577514410019
13,83,0.0,0.0,0.04903348535299301,0.003561552846804261,,0.0,,0.011905677616596222,,-7.936042785644531,-7.924137115478516,,,2.0877527276752517e-05,0.014459541067481041,0.007599719800055027,0.9779407978057861,0.007599719800055027,2.071515154966619e-05,2.965990461234469e-06,3.8951435271883383e-05,,,,,,,,,,,,,,,,
14,89,,,,,,,,,,,,,,,,,,,,,,0.055495377629995346,0.004417732357978821,0.10000000149011612,-7.839888572692871,0.0,0.013837957754731178,-7.826051235198975,3.4783581213559955e-05,0.017527325078845024,0.009054861031472683,0.9734177589416504,0.009054861031472683,3.32847484969534e-05,5.542480266740313e-06,6.55235126032494e-05,0.05084873363375664
14,89,0.0,0.0,0.0495770089328289,0.003898846684023738,,0.0,,0.012064770795404911,,-7.957467079162598,-7.945401668548584,,,2.3590204364154488e-05,0.014554297551512718,0.007865587249398232,0.9775801301002502,0.007865587249398232,2.2582224119105376e-05,3.7620729926857166e-06,4.442631689016707e-05,,,,,,,,,,,,,,,,
15,95,,,,,,,,,,,,,,,,,,,,,,0.04775460436940193,0.002859519561752677,0.10000000149011612,-7.842382907867432,0.0,0.01157423947006464,-7.830808639526367,2.3310742108151317e-05,0.013887018896639347,0.007417508866637945,0.9786955118179321,0.007417508866637945,2.196920831920579e-05,3.919232767657377e-06,4.404378341860138e-05,0.050795525312423706
15,95,0.0,0.0,0.05117269232869148,0.0035878277849406004,,0.0,,0.012618733569979668,,-7.931122303009033,-7.918503284454346,,,2.731322638283018e-05,0.015551065094769001,0.008171740919351578,0.9762771725654602,0.008171740919351578,2.590157055237796e-05,4.489457751333248e-06,5.154864629730582e-05,,,,,,,,,,,,,,,,
16,99,,,,,0.10000000149011612,,0.0,,0.013107404112815857,,,-8.531645774841309,-8.544753074645996,,,,,,,,,,,,,,,,,,,,,,,,
16,101,,,,,,,,,,,,,,,,,,,,,,0.052665598690509796,0.004028500523418188,0.10000000149011612,-7.8496904373168945,0.0,0.013042865321040154,-7.836646556854248,3.392632061149925e-05,0.016458692029118538,0.008300512097775936,0.9752408266067505,0.008300512097775936,3.217815174139105e-05,5.595688890025485e-06,6.40051148366183e-05,0.05075746402144432
16,101,0.0,0.0,0.05096049606800079,0.0035821765195578337,,0.0,,0.012581409886479378,,-7.97144889831543,-7.958868026733398,,,2.8753849619533867e-05,0.015636375173926353,0.008024487644433975,0.9763391613960266,0.008024487644433975,2.7208672690903768e-05,4.774803073814837e-06,5.427807627711445e-05,,,,,,,,,,,,,,,,
17,107,,,,,,,,,,,,,,,,,,,,,,0.04768839478492737,0.0032359668985009193,0.10000000149011612,-7.824352264404297,0.0,0.0116232605651021,-7.8127288818359375,2.723186662478838e-05,0.014097660779953003,0.00737027358263731,0.9785321950912476,0.00737027358263731,2.526534444768913e-05,4.8513734327571e-06,5.157888517715037e-05,0.05072018504142761
17,107,0.0,0.0,0.05015882849693298,0.003873498411849141,,0.0,,0.012337355874478817,,-8.016282081604004,-8.003944396972656,,,2.9826866011717357e-05,0.0152866430580616,0.00782753061503172,0.9768858551979065,0.00782753061503172,2.7992549803457223e-05,5.095576398161938e-06,5.639247319777496e-05,,,,,,,,,,,,,,,,
18,113,,,,,,,,,,,,,,,,,,,,,,0.05322239547967911,0.0029870192520320415,0.10000000149011612,-7.941953659057617,0.0,0.013599630445241928,-7.928353786468506,4.325759073253721e-05,0.01749478094279766,0.00864217709749937,0.9738630652427673,0.00864217709749937,4.07679945055861e-05,7.498994818888605e-06,8.150578651111573e-05,0.05081028863787651
18,113,0.0,0.0,0.04903431609272957,0.002709123073145747,,0.0,,0.012200651690363884,,-8.018378257751465,-8.006176948547363,,,3.144708534819074e-05,0.015098358504474163,0.0077175782062113285,0.9771841168403625,0.0077175782062113285,2.9255923436721787e-05,5.601008979283506e-06,5.948432590230368e-05,,,,,,,,,,,,,,,,
19,119,,,,,,,,,,,,,,,,,,,,,,0.045152243226766586,0.0037375600077211857,0.10000000149011612,-7.850650310516357,0.0,0.0110299838706851,-7.839620113372803,2.9398594051599503e-05,0.013254228048026562,0.006927462760359049,0.9798182249069214,0.006927462760359049,2.716361814236734e-05,5.420006345957518e-06,5.561216312344186e-05,0.05070262774825096
19,119,0.0,0.0,0.05127197131514549,0.003607420017942786,,0.0,,0.013042178936302662,,-8.027119636535645,-8.014076232910156,,,4.163551420788281e-05,0.01659480482339859,0.008261363953351974,0.9751438498497009,0.008261363953351974,3.9176884456537664e-05,7.2434518187947106e-06,7.848621316952631e-05,,,,,,,,,,,,,,,,
20,120,,,,,,,,,,,,,,,,,,,,,,0.045152243226766586,0.0037375600077211857,0.10000000149011612,-7.850650310516357,0.0,0.0110299838706851,-7.839620113372803,2.9398594051599503e-05,0.013254228048026562,0.006927462760359049,0.9798182249069214,0.006927462760359049,2.716361814236734e-05,5.420006345957518e-06,5.561216312344186e-05,0.05070262774825096
